indicator,closest_climate_indicator,climate_similarity,second_closest_climate_indicator,second_closest_similarity,third_closest_climate_indicator,third_closest_similarity,nearest_rank
"Children in employment, wage workers, female (% of female children in employment, ages 7-14)",Exclusive breastfeeding (% of children under 6 months),0.5976951980524872,"Immunization, HepB3 (% of one-year-old children)",0.584265205291025,Female share of employment in senior and middle management (%),0.515089139903503,351
Rural population,Access to clean fuels and technologies for cooking (% of population),0.5970243682916256,Access to electricity (% of population),0.4883257648614837,People practicing open defecation (% of population),0.47369173904018436,352
"Children in employment, wage workers, male (% of male children in employment, ages 7-14)",Exclusive breastfeeding (% of children under 6 months),0.5969518203320878,"Immunization, HepB3 (% of one-year-old children)",0.5829565317911208,Prevalence of anemia among children (% of children ages 6-59 months),0.46044275402575496,353
"Population ages 65-69, female (% of female population)",Diabetes prevalence (% of population ages 20 to 79),0.5956384318379458,Population in largest city,0.4000410279143226,Prevalence of undernourishment (% of population),0.36467627365594013,354
"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","Unemployment, total (% of total labor force) (national estimate)",0.5955513341945531,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",0.5162656518618692,"Labor force, total",0.5007666102986716,355
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","Unemployment, total (% of total labor force) (national estimate)",0.5953309211614691,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",0.5093146750050356,"Labor force, total",0.5016290955000033,356
"Population ages 65 and above, female (% of female population)",Diabetes prevalence (% of population ages 20 to 79),0.5932822952212456,Population in largest city,0.3993610128564036,Prevalence of undernourishment (% of population),0.36493226967169,357
"Population ages 15-64, female (% of female population)",Women's share of population ages 15+ living with HIV (%),0.5915861566579375,"Prevalence of HIV, total (% of population ages 15-49)",0.5498550362289508,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",0.5379500276864535,358
"Population ages 15-64, male (% of male population)",Women's share of population ages 15+ living with HIV (%),0.5888116323050716,"Prevalence of HIV, total (% of population ages 15-49)",0.5477639566576427,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",0.5364598146351593,359
"Population ages 65-69, male (% of male population)",Diabetes prevalence (% of population ages 20 to 79),0.5887222781965595,Population in largest city,0.39674396545538126,Prevalence of undernourishment (% of population),0.36033458398094687,360
"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)",Exclusive breastfeeding (% of children under 6 months),0.5886266039739642,"Immunization, HepB3 (% of one-year-old children)",0.574472786604242,Female share of employment in senior and middle management (%),0.5087775343904957,361
"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)",Exclusive breastfeeding (% of children under 6 months),0.5878888696180056,"Immunization, HepB3 (% of one-year-old children)",0.5731896644416891,Prevalence of anemia among children (% of children ages 6-59 months),0.45211523061162806,362
"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",Electric power consumption (kWh per capita),0.5878387175413894,Real interest rate (%),0.4769992980299096,Adjusted net national income per capita (annual % growth),0.43923620615136394,363
"Population ages 10-14, female (% of female population)",Diabetes prevalence (% of population ages 20 to 79),0.5870789322860374,Population in largest city,0.43082675850329766,Female share of employment in senior and middle management (%),0.38781109934384417,364
"Population ages 65 and above, male (% of male population)",Diabetes prevalence (% of population ages 20 to 79),0.5861336193932688,Population in largest city,0.3959899829963507,Prevalence of undernourishment (% of population),0.360445140226776,365
"Probability of dying among adolescents ages 10-14 years (per 1,000)","Preprimary education, duration (years)",0.5836003041866189,"Compulsory education, duration (years)",0.5830590974051197,Number of under-five deaths,0.5117943152232264,366
"Population, female",Population in largest city,0.5832306707630224,Prevalence of undernourishment (% of population),0.4747822514089969,Individuals using the Internet (% of population),0.4702354583495548,367
"Population ages 10-14, male (% of male population)",Diabetes prevalence (% of population ages 20 to 79),0.5809960680422682,Population in largest city,0.4280107299700042,Women's share of population ages 15+ living with HIV (%),0.35711427560413034,368
Female genital mutilation prevalence (%),"Prevalence of overweight, weight for height (% of children under 5)",0.5785552346972916,Prevalence of undernourishment (% of population),0.5493568216921451,"Prevalence of underweight, weight for age (% of children under 5)",0.52111688808985,369
"Population ages 15-19, female (% of female population)",Women's share of population ages 15+ living with HIV (%),0.5783473114497003,Diabetes prevalence (% of population ages 20 to 79),0.5545048955733072,"Prevalence of HIV, total (% of population ages 15-49)",0.5355111443331845,370
"Population ages 0-14, female",Diabetes prevalence (% of population ages 20 to 79),0.5763065613592367,Children (ages 0-14) newly infected with HIV,0.5469906612039868,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,0.5212216178629995,371
"Population, male",Population in largest city,0.5760618150778675,Prevalence of undernourishment (% of population),0.4666403967698832,Individuals using the Internet (% of population),0.46379694462055254,372
"Population ages 15-19, male (% of male population)",Women's share of population ages 15+ living with HIV (%),0.5740225782337157,Diabetes prevalence (% of population ages 20 to 79),0.548533616807889,"Prevalence of HIV, total (% of population ages 15-49)",0.5320189766650467,373
"Population ages 0-14, male",Diabetes prevalence (% of population ages 20 to 79),0.5739756719784864,Children (ages 0-14) newly infected with HIV,0.5449177489871064,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,0.5195521104799703,374
"Population ages 45-49, female (% of female population)",Diabetes prevalence (% of population ages 20 to 79),0.5678973097683878,Women's share of population ages 15+ living with HIV (%),0.4483394503622007,Population in largest city,0.44449702027594573,375
"Population ages 45-49, male (% of male population)",Diabetes prevalence (% of population ages 20 to 79),0.5601641914076725,Women's share of population ages 15+ living with HIV (%),0.44377549557515894,Population in largest city,0.44023050512843587,376
B-READY: Financial Services Pillar 3: Operational Efficiency of Receiving Financial Services,"Insurance and financial services (% of service imports, BoP)",0.5578260884167932,"Insurance and financial services (% of service exports, BoP)",0.5262551759947516,Financial intermediary services indirectly Measured (FISIM) (current LCU),0.5168311902755935,377
"Probability of dying among children ages 5-9 years (per 1,000)","Compulsory education, duration (years)",0.5575086741650956,"Preprimary education, duration (years)",0.5571575476299163,"Immunization, measles (% of children ages 12-23 months)",0.5489339797767335,378
"Population ages 75-79, female (% of female population)",Diabetes prevalence (% of population ages 20 to 79),0.5549147615212886,Population in largest city,0.4627033903370683,Individuals using the Internet (% of population),0.41014035166097673,379
"Population ages 30-34, female (% of female population)",Diabetes prevalence (% of population ages 20 to 79),0.5548607252262623,Population in largest city,0.4527373992602516,Individuals using the Internet (% of population),0.41749129785689254,380
"Population ages 70-74, female (% of female population)",Diabetes prevalence (% of population ages 20 to 79),0.5505208072797073,Population in largest city,0.4588562813686672,Individuals using the Internet (% of population),0.4172521527790236,381
"Population ages 30-34, male (% of male population)",Diabetes prevalence (% of population ages 20 to 79),0.5482767634256183,Population in largest city,0.44921537608731965,Individuals using the Internet (% of population),0.4140129052334749,382
"Population ages 75-79, male (% of male population)",Diabetes prevalence (% of population ages 20 to 79),0.5477527007782503,Population in largest city,0.45862505027466294,Individuals using the Internet (% of population),0.4063104224765177,383
"Population ages 55-59, female (% of female population)",Diabetes prevalence (% of population ages 20 to 79),0.5454551372315404,Population in largest city,0.4614760279819452,Individuals using the Internet (% of population),0.41534615435771904,384
"Population ages 70-74, male (% of male population)",Diabetes prevalence (% of population ages 20 to 79),0.5436389963396915,Population in largest city,0.4550132269353193,Individuals using the Internet (% of population),0.41353288634376684,385
"Population ages 00-04, female (% of female population)",Diabetes prevalence (% of population ages 20 to 79),0.5422609310637473,Population in largest city,0.4624779084289756,Individuals using the Internet (% of population),0.4153015815106422,386
"Population ages 05-09, female (% of female population)",Diabetes prevalence (% of population ages 20 to 79),0.541903691152554,Population in largest city,0.4621930863918404,Individuals using the Internet (% of population),0.4133612790689414,387
"Population ages 35-39, female (% of female population)",Diabetes prevalence (% of population ages 20 to 79),0.5418708055651588,Population in largest city,0.4625118445057259,Individuals using the Internet (% of population),0.4149045051145539,388
"Population ages 50-54, female (% of female population)",Diabetes prevalence (% of population ages 20 to 79),0.5415141518887424,Population in largest city,0.46049962156127955,Individuals using the Internet (% of population),0.4105230010066938,389
"Population ages 80 and above, female (% of female population)",Diabetes prevalence (% of population ages 20 to 79),0.5396941805169809,Population in largest city,0.4629270691300058,Individuals using the Internet (% of population),0.41171975650908843,390
"Population ages 40-44, female (% of female population)",Diabetes prevalence (% of population ages 20 to 79),0.53881305232061,Population in largest city,0.46433995547564,Individuals using the Internet (% of population),0.4136995588290642,391
B-READY: Financial Services Pillar 1: Quality of Regulations for Financial Services,"Insurance and financial services (% of service imports, BoP)",0.5386771134615671,Financial intermediary services indirectly Measured (FISIM) (current LCU),0.5130787729612857,"Insurance and financial services (% of service exports, BoP)",0.5045578142343914,392
"Population ages 55-59, male (% of male population)",Diabetes prevalence (% of population ages 20 to 79),0.5383375413848838,Population in largest city,0.45737617355868854,Individuals using the Internet (% of population),0.4114338362376909,393
Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),0.5360878974173686,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),0.3615813467082658,"Unemployment, total (% of total labor force) (national estimate)",0.3378738838161508,394
"Population ages 00-04, male (% of male population)",Diabetes prevalence (% of population ages 20 to 79),0.535194159489753,Population in largest city,0.45838296967200054,Individuals using the Internet (% of population),0.41140433012617783,395
"Population ages 05-09, male (% of male population)",Diabetes prevalence (% of population ages 20 to 79),0.5348420438092863,Population in largest city,0.4581024406383587,Individuals using the Internet (% of population),0.409485160782323,396
"Population ages 35-39, male (% of male population)",Diabetes prevalence (% of population ages 20 to 79),0.5348294547884559,Population in largest city,0.4584350315370769,Individuals using the Internet (% of population),0.4110278867020203,397
"Population ages 50-54, male (% of male population)",Diabetes prevalence (% of population ages 20 to 79),0.5344136538569387,Population in largest city,0.4563895188214975,Individuals using the Internet (% of population),0.40664129936475324,398
"Population ages 80 and above, male (% of male population)",Diabetes prevalence (% of population ages 20 to 79),0.5324860462506787,Population in largest city,0.45872631418840126,Individuals using the Internet (% of population),0.40774451265551304,399
"Population ages 25-29, female (% of female population)",Diabetes prevalence (% of population ages 20 to 79),0.5320781119138842,Population in largest city,0.46412609970704166,Individuals using the Internet (% of population),0.40854852690191645,400
"Population ages 40-44, male (% of male population)",Diabetes prevalence (% of population ages 20 to 79),0.5317813088094078,Population in largest city,0.4602286484359984,Individuals using the Internet (% of population),0.4098182889419987,401
B-READY: Financial Services Pillar 2: Accessibility of Information in Credit Infrastructure,"Insurance and financial services (% of service imports, BoP)",0.531647978658439,Financial intermediary services indirectly Measured (FISIM) (current LCU),0.5207176308279333,"Insurance and financial services (% of service exports, BoP)",0.5039109552580834,402
"Population ages 0-14, female (% of female population)",Diabetes prevalence (% of population ages 20 to 79),0.5273474304526213,Population in largest city,0.42882307035563716,Female share of employment in senior and middle management (%),0.3936619043185653,403
"Population ages 25-29, male (% of male population)",Diabetes prevalence (% of population ages 20 to 79),0.5252883807552237,Population in largest city,0.460165885121252,Individuals using the Internet (% of population),0.4048456114292114,404
"Population ages 0-14, male (% of male population)",Diabetes prevalence (% of population ages 20 to 79),0.5210039903839089,Population in largest city,0.42549985067127105,Women's share of population ages 15+ living with HIV (%),0.35246251645752213,405
"Probability of dying among youth ages 20-24 years (per 1,000)","Preprimary education, duration (years)",0.5184306853043545,"Compulsory education, duration (years)",0.5115241283759517,Diabetes prevalence (% of population ages 20 to 79),0.4670106978530758,406
B-READY: International Trade: Overall Score,Taxes on international trade (% of revenue),0.517452601387256,Taxes on international trade (current LCU),0.5010551014306338,Trade (% of GDP),0.416268386175801,407
Coverage of unemployment benefits and ALMP in poorest quintile (% of population),Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),0.4919107683228453,"Binding coverage, all products (%)",0.42105706233454443,Coverage of social insurance programs in poorest quintile (% of population),0.40971913214706,408
Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits),Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),0.48621433365820854,"Binding coverage, all products (%)",0.3014324927259683,Coverage of social insurance programs in poorest quintile (% of population),0.270537870676538,409
Number of visits or required meetings with tax officials (average for affected firms),New businesses registered (number),0.48581802108059124,Number of maternal deaths,0.42513990470688356,Number of neonatal deaths,0.41916785754270425,410
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",Market capitalization of listed domestic companies (current US$),0.483304208505557,"Listed domestic companies, total",0.4654107500932618,Prosperity gap (average shortfall from a prosperity standard of $25/day),0.45946760477903426,411
"Population ages 60-64, female (% of female population)",Diabetes prevalence (% of population ages 20 to 79),0.48316213290834165,Population in largest city,0.4360524849198615,Women's share of population ages 15+ living with HIV (%),0.426130060928535,412
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",Market capitalization of listed domestic companies (current US$),0.48108603962526897,"Listed domestic companies, total",0.4631377265139327,Prosperity gap (average shortfall from a prosperity standard of $25/day),0.4583408226803055,413
"Population ages 60-64, male (% of male population)",Diabetes prevalence (% of population ages 20 to 79),0.4782525681026163,Population in largest city,0.4335030100677997,Women's share of population ages 15+ living with HIV (%),0.42327853116546876,414
Coverage of unemployment benefits and ALMP in 2nd quintile (% of population),Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),0.47048851257208213,"Binding coverage, all products (%)",0.4349396827966251,Coverage of social insurance programs in poorest quintile (% of population),0.4045788970580949,415
Coverage of unemployment benefits and ALMP in 3rd quintile (% of population),Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),0.47048270521222313,"Binding coverage, all products (%)",0.4349269753850591,Coverage of social insurance programs in poorest quintile (% of population),0.4045854542105236,416
Coverage of unemployment benefits and ALMP in 4th quintile (% of population),Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),0.4704438514210483,"Binding coverage, all products (%)",0.4349450771917005,Coverage of social insurance programs in poorest quintile (% of population),0.40458212100474134,417
Coverage of unemployment benefits and ALMP in richest quintile (% of population),Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),0.47033684374470885,"Binding coverage, all products (%)",0.4341502685999017,Coverage of social insurance programs in poorest quintile (% of population),0.4037784507965032,418
Female headed households (% of households with a female head),Female share of employment in senior and middle management (%),0.467000295839753,Price level index (Households and NPISHs Final consumption expenditure),0.46468043975713547,Households and NPISHs final consumption expenditure (% of GDP),0.4450825037001276,419
Women who believe a husband is justified in beating his wife when she argues with him (%),Pregnant women receiving prenatal care (%),0.4518926666155316,Prevalence of anemia among pregnant women (%),0.3267156588270741,Proportion of seats held by women in national parliaments (%),0.2883372518382955,420
Women who believe a husband is justified in beating his wife (any of five reasons) (%),Pregnant women receiving prenatal care (%),0.4518926249488544,Prevalence of anemia among pregnant women (%),0.32671562273462307,Proportion of seats held by women in national parliaments (%),0.2883372250987446,421
Women who believe a husband is justified in beating his wife when she burns the food (%),Pregnant women receiving prenatal care (%),0.4506320651032135,Prevalence of anemia among pregnant women (%),0.32787333756593595,Proportion of seats held by women in national parliaments (%),0.28975797684656157,422
Women who believe a husband is justified in beating his wife when she goes out without telling him (%),Pregnant women receiving prenatal care (%),0.4487257741983075,Prevalence of anemia among pregnant women (%),0.32355455191645044,Proportion of seats held by women in national parliaments (%),0.28617927205663884,423
Women who believe a husband is justified in beating his wife when she refuses sex with him (%),Pregnant women receiving prenatal care (%),0.44872282008563624,Prevalence of anemia among pregnant women (%),0.3235591243334215,Proportion of seats held by women in national parliaments (%),0.28659943753316774,424
Women who believe a husband is justified in beating his wife when she neglects the children (%),Pregnant women receiving prenatal care (%),0.4430790855812726,Prevalence of anemia among pregnant women (%),0.3350446089277058,Proportion of seats held by women in national parliaments (%),0.2812804074572066,425
B-READY: Labor Pillar 2: Adequacy of Public Services for Labor,"Labor force, total",0.4378052746547998,Armed forces personnel (% of total labor force),0.4294148682488105,"Unemployment, total (% of total labor force) (national estimate)",0.3362624415521377,426
B-READY: Taxation: Overall Score,Statistical performance indicators (SPI): Overall score (scale 0-100),0.4307595245651079,Logistics performance index: Overall (1=low to 5=high),0.31203052278943555,Statistical performance indicators (SPI): Pillar 2 data services score (scale 0-100),0.12065773764524135,427
B-READY: Labor: Overall Score,Statistical performance indicators (SPI): Overall score (scale 0-100),0.4243352590272742,Logistics performance index: Overall (1=low to 5=high),0.30153269195468235,"Labor force, total",0.21731696288601676,428
B-READY: Labor Pillar 1: Quality of Labor Regulations,"Labor force, total",0.42150381539189574,Armed forces personnel (% of total labor force),0.40996564641340605,"Unemployment, total (% of total labor force) (national estimate)",0.32545288968885044,429
B-READY: Utility Services Pillar 3: Operational Efficiency of Utility Service Provision,"Insurance and financial services (% of service imports, BoP)",0.41152852798391426,"Insurance and financial services (% of service exports, BoP)",0.39730480292782355,Insurance and financial services (% of commercial service exports),0.37822149125181226,430
B-READY: Market Competition Pillar 3:  Implementation of Key Services Promoting Market Competition,Market capitalization of listed domestic companies (current US$),0.410393003361617,Market capitalization of listed domestic companies (% of GDP),0.3658454543591195,Trade in services (% of GDP),0.3362380942054468,431
B-READY: Utility Services Pillar 1: Quality of Regulations on Utility Services,Trade in services (% of GDP),0.39179425590321704,Financial intermediary services indirectly Measured (FISIM) (current LCU),0.3295368063594297,Taxes on goods and services (% value added of industry and services),0.32739217799409404,432
B-READY: Utility Services Pillar 2: Quality of Governance and Transparency of Utility Services,Trade in services (% of GDP),0.3904712941733445,Taxes on goods and services (% value added of industry and services),0.36034090080720516,Financial intermediary services indirectly Measured (FISIM) (current LCU),0.3501660897316998,433
Firms monitoring own CO2 emissions (% of firms),Carbon dioxide (CO2) emissions from Waste (Mt CO2e),0.3880493833902877,Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),0.38278312735355513,Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),0.38273501165519297,434
Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),"Immunization, HepB3 (% of one-year-old children)",0.3847113917576659,Exclusive breastfeeding (% of children under 6 months),0.37218657202414074,"Adjusted net enrollment rate, primary (% of primary school age children)",0.33859831619184644,435
Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),"Immunization, HepB3 (% of one-year-old children)",0.38423157668406527,Exclusive breastfeeding (% of children under 6 months),0.37185820819804705,"Adjusted net enrollment rate, primary (% of primary school age children)",0.3380829405609108,436
B-READY: Dispute Resolution: Overall Score,Statistical performance indicators (SPI): Overall score (scale 0-100),0.3789470676768034,Logistics performance index: Overall (1=low to 5=high),0.30231580703571037,Scientific and technical journal articles,0.1294997701369648,437
B-READY: Utility Services: Overall Score,Statistical performance indicators (SPI): Overall score (scale 0-100),0.3764331129509817,Logistics performance index: Overall (1=low to 5=high),0.27918970915856367,Financial intermediary services indirectly Measured (FISIM) (current LCU),0.20552309504357047,438
B-READY: Market Competition: Overall Score,Statistical performance indicators (SPI): Overall score (scale 0-100),0.3746762411427087,Logistics performance index: Overall (1=low to 5=high),0.2555727751314453,Market capitalization of listed domestic companies (current US$),0.23456204567925187,439
Firms with at least 10% foreign ownership,"Foreign direct investment, net outflows (% of GDP)",0.3741371268771221,"Foreign direct investment, net inflows (% of GDP)",0.37397510662576394,"Foreign direct investment, net outflows (BoP, current US$)",0.34696235584217106,440
Coverage of unemployment benefits and ALMP (% of population),"Binding coverage, all products (%)",0.37030695704814653,Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),0.3422054392823093,"Binding coverage, manufactured products (%)",0.28888898007094166,441
Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),"Immunization, HepB3 (% of one-year-old children)",0.36899508956886606,Exclusive breastfeeding (% of children under 6 months),0.35593929620635634,"Adjusted net enrollment rate, primary (% of primary school age children)",0.3402066114003168,442
B-READY: Financial Services: Overall Score,"Insurance and financial services (% of service imports, BoP)",0.3655089575307273,Statistical performance indicators (SPI): Overall score (scale 0-100),0.3577986549705715,"Insurance and financial services (% of service exports, BoP)",0.35045355269501455,443
"Firms that introduced a new product/service and process, and spent on R&D",UHC service coverage sub-index on service capacity and access,0.36491959032321186,"Communications, computer, etc. (% of service exports, BoP)",0.33115031107926995,"ICT service exports (% of service exports, BoP)",0.32845091742038146,444
B-READY: Market Competition Pillar 1: Quality of Regulations that Promote Market Competition,Market capitalization of listed domestic companies (current US$),0.36459008519431113,Market capitalization of listed domestic companies (% of GDP),0.32196458356552604,Trade in services (% of GDP),0.2970866480753751,445
B-READY: Market Competition Pillar 2: Public Services that Promote Market Competition,Market capitalization of listed domestic companies (current US$),0.3631568960181446,Trade in services (% of GDP),0.3297304596808621,Market capitalization of listed domestic companies (% of GDP),0.3154377333238625,446
B-READY: Business Insolvency: Overall Score,Statistical performance indicators (SPI): Overall score (scale 0-100),0.34640223321403085,Logistics performance index: Overall (1=low to 5=high),0.2591948264024142,"New business density (new registrations per 1,000 people ages 15-64)",0.18224947413155435,447
Female pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,"Primary education, pupils",0.3364043999552312,"Secondary education, pupils",0.24172493320016475,"Secondary education, general pupils",0.23576448726894306,448
Pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,"Primary education, pupils",0.3348555709473571,"Secondary education, pupils",0.23758570683825764,"Secondary education, general pupils",0.23109666054048805,449
Male pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,"Primary education, pupils",0.33041255171055073,"Secondary education, pupils",0.23521382473781782,"Secondary education, general pupils",0.2296711812666974,450
B-READY: Dispute Resolution Pillar 2: Public Services for Dispute Resolution,Trade in services (% of GDP),0.32990451405135723,Public private partnerships investment in transport (current US$),0.2552236936886716,Public private partnerships investment in energy (current US$),0.25466628053187135,451
B-READY: Business Location: Overall Score,Statistical performance indicators (SPI): Overall score (scale 0-100),0.32882497706365155,Logistics performance index: Overall (1=low to 5=high),0.25011319561699796,"New business density (new registrations per 1,000 people ages 15-64)",0.18700447434051048,452
B-READY: Business Entry: Overall Score,Statistical performance indicators (SPI): Overall score (scale 0-100),0.3280580481337365,Logistics performance index: Overall (1=low to 5=high),0.2498624413516577,"New business density (new registrations per 1,000 people ages 15-64)",0.1830613432513034,453
B-READY: Pillar 2: Public Services,Trade in services (% of GDP),0.3211844377864075,Public private partnerships investment in transport (current US$),0.29704815420042907,Public private partnerships investment in energy (current US$),0.2959338825070741,454
Firms that use a third party to resolve commercial disputes (% of firms),"Borrowers from commercial banks (per 1,000 adults)",0.31292882708508096,"Depositors with commercial banks (per 1,000 adults)",0.3129286430302214,"Use of IMF credit (DOD, current US$)",0.23902827960028805,455
B-READY: Labor Pillar 3: Operational Efficiency of Labor Regulations and Public Services in Practice,"Labor force, total",0.3095977914436505,Armed forces personnel (% of total labor force),0.29966003880816383,"Unemployment, total (% of total labor force) (national estimate)",0.23186560230715325,456
B-READY: Taxation Pillar 2: Public Services Provided by the Tax Administration,Trade in services (% of GDP),0.3046029083087869,Public private partnerships investment in energy (current US$),0.30087329614749114,Public private partnerships investment in transport (current US$),0.2998916609671891,457
B-READY: Dispute Resolution Pillar 1: Quality of Regulations for Dispute Resolution,Trade in services (% of GDP),0.2959958557104072,Trade (% of GDP),0.25871634517107567,Merchandise trade (% of GDP),0.25187650710011056,458
Firms filling taxes electronically (% of firms),"Taxes on income, profits and capital gains (% of total taxes)",0.28732535334306386,Other taxes (% of revenue),0.2767605622001218,Taxes on exports (% of tax revenue),0.27205666916861015,459
B-READY: Dispute Resolution Pillar 3:  Ease of Resolving a Commercial Dispute,Trade in services (% of GDP),0.2854483658591326,Total greenhouse gas emissions excluding LULUCF (% change from 1990),0.24031998344625127,Trade (% of GDP),0.22695459191803224,460
Firms adopting energy management measures to reduce emissions (% of firms),Alternative and nuclear energy (% of total energy use),0.2803069752853311,Methane (CH4) emissions from Fugitive Emissions (Energy) (Mt CO2e),0.27395700458275485,"Energy imports, net (% of energy use)",0.26382198475680574,461
Value lost due to electrical outages (% of sales for affected firms),Chemicals (% of value added in manufacturing),0.2800795498108559,"Food, beverages and tobacco (% of value added in manufacturing)",0.2784976156906567,Textiles and clothing (% of value added in manufacturing),0.2779716625051474,462
B-READY: Business Location Pillar 2: Quality of Public Services and Transparency of Information for Business Location,CPIA business regulatory environment rating (1=low to 6=high),0.2540890798255413,"New business density (new registrations per 1,000 people ages 15-64)",0.20749220036149973,CPIA quality of public administration rating (1=low to 6=high),0.17417784627199318,463
B-READY: Taxation Pillar 3: Operational Efficiency of Tax Systems in Practice,Customs and other import duties (% of tax revenue),0.2485680459636498,Tax revenue (% of GDP),0.21248846926646792,Interest payments (% of revenue),0.20851338326799773,464
B-READY: Business Entry Pillar 2: Digital Public Services and Transparency of Information for Business Entry,CPIA business regulatory environment rating (1=low to 6=high),0.24855258607677488,"New business density (new registrations per 1,000 people ages 15-64)",0.2133865262757193,CPIA quality of public administration rating (1=low to 6=high),0.13422568513209177,465
B-READY: Pillar 1: Regulatory Framework,Statistical performance indicators (SPI): Pillar 2 data services score (scale 0-100),0.24605331475085956,Statistical performance indicators (SPI): Pillar 5 data infrastructure score (scale 0-100),0.2283384981994031,Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100),0.223031955201752,466
B-READY: Taxation Pillar 1: Quality of Regulations on Taxation,Trade in services (% of GDP),0.24527683595097616,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),0.21579413321375873,Trade (% of GDP),0.19699564938937375,467
Informal payments to public officials (% of firms),Public private partnerships investment in energy (current US$),0.24433041489486662,Public private partnerships investment in transport (current US$),0.23633152611913444,Public and publicly guaranteed debt service (% of GNI),0.19626524674997947,468
B-READY: Business Entry Pillar 3: Operational Efficiency of Business Entry,CPIA business regulatory environment rating (1=low to 6=high),0.24157226827289102,"New business density (new registrations per 1,000 people ages 15-64)",0.2236786241980182,Secure Internet servers,0.1306011284659676,469
B-READY: Business Location Pillar 3: Operational Efficiency of Establishing a Business Location,CPIA business regulatory environment rating (1=low to 6=high),0.24030455219601954,"New business density (new registrations per 1,000 people ages 15-64)",0.22898655681838287,Secure Internet servers,0.12081488631696646,470
B-READY: Business Entry Pillar 1: Quality of Regulations for Business Entry,CPIA business regulatory environment rating (1=low to 6=high),0.23701452296686698,"New business density (new registrations per 1,000 people ages 15-64)",0.2172415761718126,CPIA quality of public administration rating (1=low to 6=high),0.11820883349105082,471
B-READY: Business Location Pillar 1: Quality of Regulations for Business Location,CPIA business regulatory environment rating (1=low to 6=high),0.2344513249081286,"New business density (new registrations per 1,000 people ages 15-64)",0.2211284882458645,CPIA quality of public administration rating (1=low to 6=high),0.1233052154916583,472
B-READY: Business Insolvency Pillar 2: Quality of Institutional and Operational Infrastructure for Judicial Insolvency Proceedings,CPIA business regulatory environment rating (1=low to 6=high),0.223080601418013,"New business density (new registrations per 1,000 people ages 15-64)",0.2180842592152885,CPIA quality of public administration rating (1=low to 6=high),0.11605344235884374,473
B-READY: Business Insolvency Pillar 3: Operational Efficiency of Resolving Judicial Insolvency Proceedings,"New business density (new registrations per 1,000 people ages 15-64)",0.21930732861649016,CPIA business regulatory environment rating (1=low to 6=high),0.2157005387503812,"Internally displaced persons, new displacement associated with conflict and violence (number of cases)",0.12258004638521147,474
Firms that are partially credit constrained (% of firms),Domestic credit to private sector by banks (% of GDP),0.2140724778701688,Domestic credit provided by financial sector (% of GDP),0.20012343546013267,Domestic credit to private sector (% of GDP),0.18965088532796792,475
Firms that are fully credit constrained (% of firms),Domestic credit to private sector by banks (% of GDP),0.21407011128087283,Domestic credit provided by financial sector (% of GDP),0.20012200795592694,Domestic credit to private sector (% of GDP),0.18964869001462104,476
